"filename", "language", "Batch", "Properties", "PowerShell", "Python", "reStructuredText", "CSS", "XML", "Markdown", "JavaScript", "C", "comment", "blank", "total"
"d:\PBL_test\venv\Lib\site-packages\werkzeug\sansio\request.py", "Python", 0, 0, 0, -266, 0, 0, 0, 0, 0, 0, -225, -57, -548
"d:\PBL_test\venv\Lib\site-packages\werkzeug\sansio\response.py", "Python", 0, 0, 0, -439, 0, 0, 0, 0, 0, 0, -188, -78, -705
"d:\PBL_test\venv\Lib\site-packages\werkzeug\sansio\utils.py", "Python", 0, 0, 0, -86, 0, 0, 0, 0, 0, 0, -49, -31, -166
"d:\PBL_test\venv\Lib\site-packages\werkzeug\security.py", "Python", 0, 0, 0, -64, 0, 0, 0, 0, 0, 0, -49, -28, -141
"d:\PBL_test\venv\Lib\site-packages\werkzeug\serving.py", "Python", 0, 0, 0, -668, 0, 0, 0, 0, 0, 0, -235, -167, -1070
"d:\PBL_test\venv\Lib\site-packages\werkzeug\test.py", "Python", 0, 0, 0, -792, 0, 0, 0, 0, 0, 0, -371, -176, -1339
"d:\PBL_test\venv\Lib\site-packages\werkzeug\testapp.py", "Python", 0, 0, 0, -91, 0, 0, 0, 0, 0, 0, -127, -24, -242
"d:\PBL_test\venv\Lib\site-packages\werkzeug\urls.py", "Python", 0, 0, 0, -574, 0, 0, 0, 0, 0, 0, -348, -146, -1068
"d:\PBL_test\venv\Lib\site-packages\werkzeug\user_agent.py", "Python", 0, 0, 0, -16, 0, 0, 0, 0, 0, 0, -20, -12, -48
"d:\PBL_test\venv\Lib\site-packages\werkzeug\utils.py", "Python", 0, 0, 0, -350, 0, 0, 0, 0, 0, 0, -265, -92, -707
"d:\PBL_test\venv\Lib\site-packages\werkzeug\wrappers\__init__.py", "Python", 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, -1, -4
"d:\PBL_test\venv\Lib\site-packages\werkzeug\wrappers\request.py", "Python", 0, 0, 0, -278, 0, 0, 0, 0, 0, 0, -296, -61, -635
"d:\PBL_test\venv\Lib\site-packages\werkzeug\wrappers\response.py", "Python", 0, 0, 0, -398, 0, 0, 0, 0, 0, 0, -401, -87, -886
"d:\PBL_test\venv\Lib\site-packages\werkzeug\wsgi.py", "Python", 0, 0, 0, -510, 0, 0, 0, 0, 0, 0, -427, -122, -1059
"d:\PBL_test\venv\Scripts\Activate.ps1", "PowerShell", 0, 0, -108, 0, 0, 0, 0, 0, 0, 0, -360, -35, -503
"d:\PBL_test\venv\Scripts\activate.bat", "Batch", -25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -35
"d:\PBL_test\venv\Scripts\deactivate.bat", "Batch", -16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -23
"d:\PBL_test\venv\pyvenv.cfg", "Properties", 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -6
"Total", "-", -41, -5, -108, -210470, -138, -130, -14, -4, -304, -278, -76022, -37985, -325499
